DATE,RELEASE_STAGE,DIRECTOR_VERSION,CF_RELEASE_COMMIT_SHA,CF_DEPLOYMENT_STEMCELL,DIEGO_RELEASE_VERSION,DIEGO_RELEASE_COMMIT_SHA,DIEGO_DEPLOYMENT_STEMCELL,GARDEN_LINUX_RELEASE_VERSION
Wed Sep 2 19:41:11 UTC 2015,release_candidate,1.2992.0,6c342790,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.303.0
Wed Sep 2 22:36:45 UTC 2015,release_candidate,1.2992.0,d4889c1e,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.303.0
Thu Sep 3 00:08:35 UTC 2015,release_candidate,1.2992.0,e481ca3b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.303.0
Thu Sep 3 02:01:55 UTC 2015,release_candidate,1.2992.0,c8802b1d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.303.0
Thu Sep 3 16:19:14 UTC 2015,release_candidate,1.2992.0,c8802b1d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.303.0
Thu Sep 3 18:55:50 UTC 2015,release_candidate,1.2992.0,a1224717,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3063,0.303.0
Fri Sep 4 18:36:47 UTC 2015,release_candidate,1.2992.0,711483bb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Fri Sep 4 19:26:08 UTC 2015,release_candidate,1.2992.0,2f96ed57,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Fri Sep 4 21:07:13 UTC 2015,release_candidate,1.2992.0,63785412,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Fri Sep 4 22:00:14 UTC 2015,release_candidate,1.2992.0,dd0d653c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Fri Sep 4 23:53:57 UTC 2015,release_candidate,1.2992.0,61bb44b6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Sat Sep 5 01:14:11 UTC 2015,release_candidate,1.2992.0,36883e77,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Sun Sep 6 09:26:19 UTC 2015,release_candidate,1.2992.0,9ea661f8,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Tue Sep 8 19:44:33 UTC 2015,release_candidate,1.2992.0,c7e056ad,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Tue Sep 8 21:47:19 UTC 2015,release_candidate,1.2992.0,65f7e37a,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Tue Sep 8 23:25:48 UTC 2015,release_candidate,1.2992.0,ff71a659,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 03:16:56 UTC 2015,release_candidate,1.2992.0,7c6bb387,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 06:46:43 UTC 2015,release_candidate,1.2992.0,115c06dd,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 16:23:50 UTC 2015,release_candidate,1.2992.0,115c06dd,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 19:38:38 UTC 2015,release_candidate,1.2992.0,e16931a4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 20:32:48 UTC 2015,release_candidate,1.2992.0,24ad0550,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 22:02:25 UTC 2015,release_candidate,1.2992.0,fa7f7206,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Wed Sep 9 23:27:15 UTC 2015,release_candidate,1.2992.0,d1b4e5f1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3068,0.303.0
Thu Sep 10 09:21:09 UTC 2015,release_candidate,1.2992.0,075b4eeb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1428.0,ed12493d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.303.0
Fri Sep 11 15:50:01 UTC 2015,release_candidate,1.2992.0,075b4eeb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1429.0,3a78eb16,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.305.0
Fri Sep 11 18:00:53 UTC 2015,release_candidate,1.2992.0,2a83461b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.305.0
Fri Sep 11 19:47:43 UTC 2015,release_candidate,1.2992.0,e50379bd,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.305.0
Fri Sep 11 21:29:15 UTC 2015,release_candidate,1.2992.0,1bedafdf,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.305.0
Fri Sep 11 23:25:47 UTC 2015,release_candidate,1.2992.0,4436c9ef,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.305.0
Sat Sep 12 01:09:25 UTC 2015,release_candidate,1.2992.0,a80b4f5b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.305.0
Mon Sep 14 19:13:43 UTC 2015,release_candidate,1.2992.0,a80b4f5b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3069,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Tue Sep 15 02:48:56 UTC 2015,release_candidate,1.2992.0,1a432aa8,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Tue Sep 15 03:55:20 UTC 2015,release_candidate,1.2992.0,2d931ddb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Tue Sep 15 13:01:39 UTC 2015,release_candidate,1.2992.0,bca6f70d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Tue Sep 15 18:09:24 UTC 2015,release_candidate,1.2992.0,bca6f70d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Tue Sep 15 18:49:26 UTC 2015,release_candidate,1.2992.0,bca6f70d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Wed Sep 16 00:05:51 UTC 2015,release_candidate,1.2992.0,80f0f842,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Wed Sep 16 02:18:10 UTC 2015,release_candidate,1.2992.0,a4d22cc4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3071,0.305.0
Wed Sep 16 19:28:56 UTC 2015,release_candidate,1.2992.0,5987f47f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Wed Sep 16 21:19:50 UTC 2015,release_candidate,1.2992.0,080e5b05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Wed Sep 16 22:54:50 UTC 2015,release_candidate,1.2992.0,5416441e,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Thu Sep 17 00:23:15 UTC 2015,release_candidate,1.2992.0,5416441e,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Thu Sep 17 08:50:31 UTC 2015,release_candidate,1.2992.0,734ffeb7,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Thu Sep 17 11:06:11 UTC 2015,release_candidate,1.2992.0,6f6a71b4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Thu Sep 17 14:18:44 UTC 2015,release_candidate,1.2992.0,c0b66eb3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Thu Sep 17 23:13:48 UTC 2015,release_candidate,1.2992.0,c0b66eb3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Fri Sep 18 00:16:35 UTC 2015,release_candidate,1.2992.0,d0093ab3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Fri Sep 18 04:07:02 UTC 2015,release_candidate,1.2992.0,d6d138c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Fri Sep 18 05:12:37 UTC 2015,release_candidate,1.2992.0,c8d263df,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Fri Sep 18 19:37:01 UTC 2015,release_candidate,1.2992.0,87a5af38,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1430.0,44b85bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Mon Sep 21 22:19:27 UTC 2015,release_candidate,1.2992.0,87a5af38,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Mon Sep 21 23:00:15 UTC 2015,release_candidate,1.2992.0,2ce4cfed,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3072,0.305.0
Tue Sep 22 04:28:44 UTC 2015,release_candidate,1.2992.0,b67553af,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Tue Sep 22 05:52:02 UTC 2015,release_candidate,1.2992.0,31fb74dd,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Tue Sep 22 17:16:28 UTC 2015,release_candidate,1.2992.0,45b514bc,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Tue Sep 22 20:28:09 UTC 2015,release_candidate,1.2992.0,d8055127,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Tue Sep 22 21:19:42 UTC 2015,release_candidate,1.2992.0,00513549,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Tue Sep 22 23:56:38 UTC 2015,release_candidate,1.2992.0,d5adaf16,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Wed Sep 23 00:36:58 UTC 2015,release_candidate,1.2992.0,76bbe229,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Wed Sep 23 00:59:19 UTC 2015,release_candidate,1.2992.0,76bbe229,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Wed Sep 23 02:38:18 UTC 2015,release_candidate,1.2992.0,55cd6ac4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Wed Sep 23 18:55:41 UTC 2015,release_candidate,1.2992.0,841bdd9a,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Wed Sep 23 20:36:18 UTC 2015,release_candidate,1.2992.0,d6644d5f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Wed Sep 23 22:54:48 UTC 2015,release_candidate,1.2992.0,b1a2d686,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Thu Sep 24 00:39:20 UTC 2015,release_candidate,1.2992.0,f8096496,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Thu Sep 24 02:18:08 UTC 2015,release_candidate,1.2992.0,b6b8a731,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Thu Sep 24 03:49:12 UTC 2015,release_candidate,1.2992.0,cbadac2c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Thu Sep 24 05:18:55 UTC 2015,release_candidate,1.2992.0,cbadac2c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1431.0,3535f55f,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.305.0
Thu Sep 24 17:39:05 UTC 2015,release_candidate,1.2992.0,cbadac2c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1432.0,ca079eb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.306.0
Fri Sep 25 06:51:45 UTC 2015,release_candidate,1.2992.0,002bf534,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.1433.0,7a82a885,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3074,0.306.0
